0.8236786  -0.81139827  [0.0, 0.0, 1.0] C3
-0.34341013  -0.8054259  [0.0, 1.0, 0.0] C2
-0.20610058  -0.9565288  [0.0, 0.0, 1.0] C3
0.2274878  -0.3774178  [1.0, 0.0, 0.0] C1
0.059074283  0.6286962  [0.0, 0.0, 1.0] C3
0.27651763  0.27290046  [1.0, 0.0, 0.0] C1
0.63399005  -0.9796666  [0.0, 0.0, 1.0] C3
-0.5111674  0.7755803  [1.0, 0.0, 0.0] C1
-0.0521307  -0.71935534  [0.0, 0.0, 1.0] C3
-0.7203326  -0.69634235  [0.0, 1.0, 0.0] C2
0.11997342  -0.9270123  [0.0, 0.0, 1.0] C3
-0.77437305  -0.27847517  [1.0, 0.0, 0.0] C1
-0.9888209  -0.12042439  [0.0, 0.0, 1.0] C3
0.6524521  -0.18219137  [1.0, 0.0, 0.0] C1
-0.025093555  0.36953008  [0.0, 0.0, 1.0] C3
0.18287826  -0.495252  [1.0, 0.0, 0.0] C1
-0.055835962  -0.5770006  [0.0, 0.0, 1.0] C3
-0.77667844  0.8718362  [0.0, 0.0, 1.0] C3
0.1795938  0.70869637  [1.0, 0.0, 0.0] C1
0.20254362  -0.461339  [1.0, 0.0, 0.0] C1
-0.26929903  0.56240463  [1.0, 0.0, 0.0] C1
-0.3632505  -0.4735484  [1.0, 0.0, 0.0] C1
-0.97535443  -0.8455415  [0.0, 0.0, 1.0] C3
0.3325739  0.68208563  [1.0, 0.0, 0.0] C1
0.62100184  0.90280735  [1.0, 0.0, 0.0] C1
-0.91778696  0.0207479  [0.0, 0.0, 1.0] C3
0.21496677  0.02916789  [0.0, 0.0, 1.0] C3
-0.3351432  0.8388201  [1.0, 0.0, 0.0] C1
-0.3749267  0.7193483  [1.0, 0.0, 0.0] C1
0.7381853  0.37794197  [1.0, 0.0, 0.0] C1
-0.5147667  0.09171951  [0.0, 1.0, 0.0] C2
0.9568074  0.64177763  [0.0, 0.0, 1.0] C3
0.42686224  0.06292212  [1.0, 0.0, 0.0] C1
0.3462416  0.782367  [1.0, 0.0, 0.0] C1
0.968119  0.09635711  [0.0, 0.0, 1.0] C3
-0.67231643  -0.45719433  [1.0, 0.0, 0.0] C1
-0.56161165  -0.99778616  [0.0, 0.0, 1.0] C3
-0.15204239  0.48338997  [0.0, 1.0, 0.0] C2
-0.097267866  0.60937595  [1.0, 0.0, 0.0] C1
-0.38047063  -0.7984443  [0.0, 1.0, 0.0] C2
-0.909886  -0.16258919  [0.0, 0.0, 1.0] C3
-0.40264416  -0.78955173  [0.0, 1.0, 0.0] C2
-0.82106864  -0.044876218  [0.0, 0.0, 1.0] C3
0.37398064  -0.5484581  [0.0, 1.0, 0.0] C2
0.3932594  -0.47875583  [1.0, 0.0, 0.0] C1
0.30423403  -0.87558913  [0.0, 1.0, 0.0] C2
0.6838902  -0.5306624  [0.0, 1.0, 0.0] C2
-0.20000553  0.3187909  [0.0, 1.0, 0.0] C2
-0.6882801  0.23590839  [0.0, 1.0, 0.0] C2
-0.43121004  0.18398845  [0.0, 1.0, 0.0] C2
0.45048094  -0.14300215  [1.0, 0.0, 0.0] C1
-0.40611124  -0.42174852  [1.0, 0.0, 0.0] C1
-0.4543029  0.099797726  [0.0, 1.0, 0.0] C2
-0.36446905  -0.52806926  [0.0, 1.0, 0.0] C2
-0.79724336  0.3835206  [0.0, 1.0, 0.0] C2
0.021913648  -0.84460175  [0.0, 0.0, 1.0] C3
-0.043888688  0.31588638  [0.0, 0.0, 1.0] C3
0.8245392  -0.4957341  [1.0, 0.0, 0.0] C1
-0.9479927  -0.12775135  [0.0, 0.0, 1.0] C3
0.28689528  -0.68477166  [0.0, 1.0, 0.0] C2
0.048309445  -0.27602684  [0.0, 0.0, 1.0] C3
0.9907385  -0.1631484  [0.0, 0.0, 1.0] C3
0.8175751  -0.96215606  [0.0, 0.0, 1.0] C3
-0.12567008  -0.97188187  [0.0, 0.0, 1.0] C3
-0.31445646  0.68189955  [1.0, 0.0, 0.0] C1
